image_name,y,prob
336.jpg,1,0.27207000422264505
72.jpg,0,0.09403154509588182
238.jpg,0,0.8210738059824124
219.jpg,1,0.8595045821440496
236.jpg,0,0.34038507190195844
249.jpg,1,0.8874569503292623
252.jpg,0,0.8495374524863264
88.jpg,0,0.5083503880405369
157.jpg,1,0.8305752915553185
332.jpg,1,0.8698164073622777
265.jpg,0,0.133443236486941
104.jpg,1,0.8958290160700538
384.jpg,0,0.2157657519061811
231.jpg,1,0.6251895997346428
413.jpg,1,0.8778330465584839
215.jpg,1,0.8825588444635672
340.jpg,1,0.8685113293577739
284.jpg,0,0.6526462717569138
176.jpg,1,0.8910686884478167
83.jpg,1,0.7653046522074137
218.jpg,0,0.7041463346152419
151.jpg,1,0.886304346408614
186.jpg,1,0.8950513940712259
201.jpg,1,0.5772972626080985
251.jpg,1,0.4100523045005041
217.jpg,1,0.8252928255937866
307.jpg,1,0.6627341553202462
91.jpg,1,0.8814954689521706
121.jpg,1,0.5782715633843943
229.jpg,0,0.4117247354086032
411.jpg,1,0.9000794678503883
111.jpg,1,0.8926817039128342
259.jpg,0,0.7321356092998018
412.jpg,0,0.7157620145422082
280.jpg,0,0.5496566875769223
341.jpg,0,0.7283741341715492
287.jpg,1,0.7578701557108438
254.jpg,1,0.5147675428165946
303.jpg,0,0.22956023803874462
397.jpg,1,0.8379315788187107
93.jpg,1,0.8924604557112747
200.jpg,1,0.39551524149268796
329.jpg,1,0.9309047637222216
116.jpg,1,0.5260834452639606
163.jpg,0,0.19308601394557168
108.jpg,1,0.4206761404999523
396.jpg,1,0.4827772477617717
282.jpg,1,0.8845924464797638
234.jpg,0,0.30783831534885403
140.jpg,1,0.8812073541870457
399.jpg,1,0.9175383940649323
212.jpg,1,0.8976764467669694
268.jpg,0,0.6476575591677778
227.jpg,1,0.8599526229490407
261.jpg,0,0.6848774214480038
328.jpg,0,0.1135459179326873
239.jpg,1,0.8854761414607353
89.jpg,1,0.5665766113288042
302.jpg,0,0.21161510290547905
242.jpg,0,0.6858632561770303
188.jpg,1,0.6668859369073316
275.jpg,0,0.17569814852312884
85.jpg,1,0.8798584937306382
178.jpg,1,0.9006196060973519
416.jpg,1,0.888692480890943
